SITC 5 DIGIT,5D DESC
33521,"RESIDUAL; TAR, DISTILLED FROM COAL, FROM LIGNITE OR FROM PEAT, AND OTHER MINERAL TARS, WHETHER OR NOT DEHYDRATE OR PARTIALLY DISTILLED (INCLUDING RECONSTITUTED TARS)"
33522,BENZOLE
33523,TOLUOLE
33524,XYLOLE
33525,"RESIDUAL; OILS AND OTHER PRODUCTS, N.E.S., OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUTENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS"
33531,"PITCH, OBTAINED FROM COAL TAR OR FROM OTHER MINERAL TARS"
33532,"PITCH COKE, OBTAINED FROM COAL TAR OR FROM OTHER MINERAL TARS"
33541,PETROLEUM BITUMEN AND OTHER RESIDUES OF PETROLEUM OILS OR OF OILS OBTAINED FROM BITUMINOUS MINERALS
33542,PETROLEUM COKE
33543,"BITUMINOUS MIXTURES BASED ON NATURAL ASPHALT, ON NATURAL BITUMEN, ON PETROLEUM BITUMEN, ON MINERAL TAR OR ON MINERAL TAR PITCH (E.G., BITUMINOUS MASTICS, CUT-BACKS)"
34210,PROPANE; LIQUEFIED
34250,BUTANES; LIQUEFIED
34310,NATURAL GAS; LIQUEFIED
34410,"GAS; ETHYLENE, PROPYLENE, BUTYLENE AND BUTADIENE, LIQUEFIED"
34420,GASEOUS HYDROCARBONS; LIQUEFIED
34490,GASEOUS HYDROCARBONS; IN THE GASEOUS STATE
34500,"GAS; COAL, WATER, PRODUCER AND SIMILAR GASES, OTHER THAN PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS"
35100,ELECTRIC CURRENT
41111,FISH; LIVER OILS AND THEIR FRACTIONS
41112,"FISH; FATS AND OILS AND THEIR FRACTIONS, OTHER THAN LIVER OILS"
41113,"ANIMALS; OF MARINE MAMMALS, FATS AND OILS AND THEIR FRACTIONS,"
41120,"ANIMALS; LARD; OTHER PIG FAT AND POULTRY FAT, RENDERED, WHETHER OR NOT OR NOT PRESSED OR SOLVENT-EXTRACTED"
41131,"ANIMALS; PIG FAT FREE OF LEAN MEAT AND POULTRY FAT (NOT RENDERED), FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED"
41132,"ANIMALS; BOVINE, FATS, SHEEP OR GOATS, RAW OR RENDERED, WHETHER OR NOT PRESSED OR SOLVENT-EXTRACTED"
41133,"ANIMALS; LARD STEARIN, LARD OIL, OLEOSTEARIN, OLEO-OIL AND TALLOW OIL, NOT EMULSIFIED OR MIXED OR OTHERWISE PREPARED"
41135,ANIMALS; WOOL GREASE AND FATTY SUBSTANCES DERIVED FROM WOOL GREASE (INCLUDING LANOLIN)
41139,"ANIMALS; OILS AND FATS AND THEIR FRACTIONS, N.E.S. GROUP 411, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED"
42111,"VEGETABLES OILS; SOYA BEAN, CRUDE, WHETHER OR NOT DEGUMMED"
42119,"VEGETABLES OILS; SOYA BEAN, REFINED AND ITS FRACTIONS"
42121,"VEGETABLES OILS; COTTON SEED, CRUDE, WHETHER OR NOT GOSSYPOL HAS BEEN REMOVED"
42129,"VEGETABLES OILS; COTTON SEED, REFINED AND ITS FRACTIONS"
42131,"VEGETABLES OILS; GROUNDNUT (PEANUT), CRUDE"
42139,"VEGETABLES OILS; GROUNDNUT (PEANUT), REFINED AND ITS FRACTIONS"
42141,"VEGETABLES OILS; OLIVE, VIRGIN"
42142,"VEGETABLES OILS; OLIVE, OTHER THAN VIRGIN, AND ITS FRACTIONS"
42149,"VEGETABLES OILS; OLIVE, OILS AND THEIR FRACTIONS OBTAINED SOLELY FROM OLIVES (OTHER THAN OLIVE OIL OF HEADING 421.41 OR 421), INCLUDING BLENDS OF THOSE OILS OR FRACTIONS WITH OIL OR FRACTIONS OF HEADING 421.41 OR 421.42"
42151,"VEGETABLES OILS; SUNFLOWER SEED OR SAFFLOWER, CRUDE"
42159,"VEGETABLES OILS; SUNFLOWER SEED OR SAFFLOWER, REFINED AND FRACTIONS THEREOF"
42161,"VEGETABLES OILS; MAIZE (CORN), CRUDE"
42169,"VEGETABLES OILS; MAIZE (CORN, REFINED AND ITS FRACTIONS"
42171,"VEGETABLES OILS; RAPE, COLZA OR MUSTARD, CRUDE"
42179,"VEGETABLES OILS; RAPE, COLZA OR MUSTARD, REFINED AND FRACTIONS THEREOF"
42180,VEGETABLES OILS; SESAME (SESAMUN) OIL AND ITS FRACTIONS
42211,"VEGETABLES OILS; LINSEED OIL, CRUDE"
42219,"VEGETABLES OILS; LINSEED OIL, REFINED AND ITS FRACTIONS"
42221,"VEGETABLES OILS; PALM OIL, CRUDE"
42229,"VEGETABLES OILS; PALM OIL, REFINED AND ITS FRACTIONS"
42231,"VEGETABLES OILS; COCONUT (COPRA), CRUDE"
42239,"VEGETABLES OILS; COCONUT (COPRA), REFINED AND ITS FRACTIONS"
42241,"VEGETABLES OILS; PALM KERNEL OR BABASSU OIL, CRUDE"
42249,"VEGETABLES OILS; PALM KERNEL OR BABASSU OIL, REFINED AND FRACTIONS THEREOF"
42250,VEGETABLES OILS; CASTOR OIL AND ITS FRACTIONS
42290,"VEGETABLES OILS; OTHER FIXED VEGETABLE FATS, CRUDE, REFINED OR FRACTIONATED, OTHER THAN 'SOFT'"
42299,"FIXED VEGETABLE FATS AND OILS, CRUDE, REFINED OR FRACTIONATED, N.E.S."
43110,"ANIMAL OR VEGETABLE; FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDIZED, DEHYDRATED, SULPHURIZED, BLOWN, POLYMERIZED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED (EXCLUDING THOSE OF SUBGROUP 4312); INEDIBLE MIXTURE OR PREPARATIONS O"
43121,ANIMAL FATS AND OILS AND THEIR FRACTIONS
43122,VEGETABLE FATS AND OILS AND THEIR FRACTIONS
43133,DEGRAS; RESIDUES RESULTING FROM THE TREATMENT OF FATTY SUBSTANCES OR ANIMAL OR VEGETABLE WAXES
43141,VEGETABLE WAXES
43142,"VEGETABLE WAXES (TRIGLYCERIDES), BEESWAX, OTHER INSECT WAXES AND SPERMACETI, WHETHER OR NOT REFINED OR COLOURED"
51111,"HYDROCARBONS; ACYCLIC, ETHYLENE"
51112,"HYDROCARBONS; ACYCLIC, PROPENE (PROPYLENE)"
51113,"HYDROCARBONS; ACYCLIC, BUTYLENES, BUTADIENES AND METHYLBUTADIENES"
51114,"HYDROCARBONS; ACYCLIC, SATURATED"
51119,"HYDROCARBONS; ACYCLIC, N.E.S IN SUBGROUP 511.1"
51121,"HYDROCARBONS; CYCLIC, CYCLOHEXANE"
51122,"HYDROCARBONS; CYCLIC, BENZENE, PURE"
51123,"HYDROCARBONS; CYCLIC, TOLUENE, PURE"
51124,"HYDROCARBONS; CYCLIC, XYLENES, PURE"
51125,"HYDROCARBONS; CYCLIC, STYRENE"
51126,"HYDROCARBONS; CYCLIC, ETHYLBENZENE"
51129,"HYDROCARBONS; CYCLIC, N.E.S IN SUBGROUP 511.2"
51131,"HYDROCARBONS; HALOGENATED DERIVATIVES, VINYL CHLORIDE (CHLOROETHYLENE)"
51132,"HYDROCARBONS; HALOGENATED DERIVATIVES, TRICHLOROETHYLENE"
51133,"HYDROCARBONS; HALOGENATED DERIVATIVES, TETRACHLOROETHYLENE (PERCHLOROETHYLENE)"
51134,"HYDROCARBONS; HALOGENATED DERIVATIVES, UNSATURATED CHLORINATED DERIVATIVES OF ACYCLIC HYDROCARBONS"
51135,"HYDROCARBONS; HALOGENATED DERIVATIVES, 1,2-DICHLOROETHANE (ETHYLENE DICHLORIDE)"
51136,"HYDROCARBONS; HALOGENATED DERIVATIVES, ACYCLIC, OTHER SATURATED CHLORINATED DERIVATIVES"
51137,"HYDROCARBONS; HALOGENATED DERIVATIVES, ACYCLIC, FLUORINATED, BROMINATED OR IODINATED DERIVATIVES"
51138,"HYDROCARBONS; HALOGENATED DERIVATIVES, ACYCLIC, CONTAINING TWO OR MORE DIFFERENT HALOGENS"
51139,"HYDROCARBONS; HALOGENATED DERIVATIVES, N.E.S IN SUBGROUP 511.3"
51140,"HYDROCARBONS; SULPHONATED, NITRATED, OR NITROSATED DERIVATIVES, WHETHER OR NOT HALOGENATED"
51211,"ALCOHOLS; ACYCLIC MONOHYDRIC, METHANOL (METHYL ALCOHOL)"
51212,"ALCOHOLS; ACYCLIC MONOHYDRIC, PROPAN-1-OL (PROPYL ALCOHOL) AND PROPAN-2-OL (ISOPROPYL ALCOHOL)"
51213,"ALCOHOLS; ACYCLIC MONOHYDRIC, BUTANOLS"
51214,"ALCOHOLS; ACYCLIC MONOHYDRIC, OCTANOL (OCTYL ALCOHOL) AND ISOMERS THEREOF"
51215,"ALCOHOLS; ACYCLIC MONOHYDRIC, UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF 80% OR HIGHER"
51216,"ALCOHOLS; ACYCLIC MONOHYDRIC, ETHYL ALCOHOL AND OTHER SPIRITS, DENATURED, OF ANY STRENGTH"
51217,"ALCOHOLS; ACYCLIC MONOHYDRIC, FATTY ALCOHOLS, INDUSTRIAL"
51218,INDUSTRIAL MONOCARBOXYLIC FATTY ACIDS; ACID OILS FROM REFINING
51219,"ALCOHOLS; ACYCLIC MONOHYDRIC, N.E.S IN SUBGROUP 512.1"
51221,"ALCOHOLS; ACYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, ETHYLENE GLYCOL (ETHANEDIOL)"
51222,"ALCOHOLS; ACYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, GLYCEROL (GLYCERINE); GLYCEROL WATERS AND GLYCEROL LYES"
51223,"ALCOHOLS; ACYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, PENTAERYTHRITOL"
51224,"ALCOHOLS; ACYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, MANNITOL"
51225,"ALCOHOLS; ACYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, D-GLUCITOL (SORBITOL)"
51229,"ALCOHOLS; ACYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, N.E.S IN GROUP 512"
51231,"ALCOHOLS; CYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, CYCLANIC, CYCLENIC OR CYCLOTERPENIC"
51235,"ALCOHOLS; CYCLIC, THE HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES, AROMATIC"
51241,"ALCOHOLS; PHENOLS AND PHENOL-ALCOHOLS, PHENOL (HYDROXYBENZENE), PURE, AND ITS SALTS"
51242,"ALCOHOLS; PHENOLS AND PHENOL-ALCOHOLS, CRESOLS AND THEIR SALTS"
51243,"ALCOHOLS; PHENOLS AND PHENOL-ALCOHOLS, N.E.S IN SUBGROUP 512.4"
51244,"ALCOHOLS; PHENOLS AND PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51371,"ACIDS; ACETIC, AND ITS SALTS"
51372,"ACIDS; ACETIC ACID, ESTERS"
51373,"ACIDS; METHACRYLIC, ITS SALTS AND ESTERS"
51374,"ACIDS; FORMIC, ITS SALTS AND ESTERS"
51375,"ACIDS; BUTYRIC, VALERIC, THEIR SALTS AND ESTERS"
51376,"ACIDS; PALMITIC, STEARIC, THEIR SALTS AND ESTERS"
51377,"ACIDS; SATURATED ACYCLIC MONOCARBOXYLIC, N.E.S.; ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS OF SATURATED ACYCLIC MONOCARBOXYLIC AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51378,"ACIDS; OLEIC, LINOLEIC OR LINOLENIC, THEIR SALTS AND ESTERS"
51379,"ACIDS; ACYCLIC MONOCARBOXYLIC, CYCLIC MONOCARBOXYLIC, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXY ACIDS AND THEIR DERIVATIVES, UNSATURATED, N.E.S IN SUBGROUP 513.7"
51381,ACIDS; MALEIC ANHYDRIDE
51382,ACIDS; PHTHALIC ANHYDRIDE
51383,ACIDS; DIOCTYL ORTHOPHTHALATES
51384,ACIDS; DIMETHYL TEREPHTHALATE
51385,"ACIDS; CYCLANIC, CYCLENIC OR CYCLOTERPENIC POLYCARBOXYLIC ACIDS, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES"
51389,"ACIDS; POLYCARBOXYLIC, N.E.S.; ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS OF POLYCARBOXYLIC; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51391,"ACIDS; LACTIC, TARTARIC, CITRIC AND THEIR SALTS AND ESTERS"
51392,"ACIDS; CARBOXYLIC, WITH ALCOHOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES"
51393,"ACIDS; SALICYLIC, ITS SALTS AND ESTERS"
51394,"ACIDS; CARBOXYLIC, WITH PHENOL FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES"
51395,"ACIDS; CARBOXYLIC, WITH ALDEHYDE OR KETONE FUNCTION BUT WITHOUT OTHER OXYGEN FUNCTION, THEIR ANHYDRIDE, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES"
51396,"ACIDS; CARBOXYLIC, WITH ADDITIONAL OXYGEN FUNCTIONS, N.E.S., THEIR ANHYDRIDES, HALIDES, PEROXIDES, PEROXYACIDS AND THEIR DERIVATIVES"
51451,ACYCLIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF
51452,ACYCLIC POLYAMINES AND THEIR DERIVATIVES; SALTS THEREOF
51453,"CYCLANIC, CYCLENIC OR CYCLOTERPENIC MONO- OR POLYAMINES, AND THEIR DERIVATIVES; SALTS THEREOF"
51454,AROMATIC MONOAMINES AND THEIR DERIVATIVES; SALTS THEREOF
51455,AROMATIC POLYAMINES AND THEIR DERIVATIVES; SALTS THEREOF
51461,"AMINO-ALCOHOLS, THEIR ETHERS AND ESTERS (OTHER THAN THOSE CONTAINING MORE THAN ONE KIND OF OXYGEN FU"
51462,"AMINO-NAPHTHOLS AND OTHER AMINO-PHENOLS, THEIR ETHERS AND ESTERS (OTHER THAN THOSE CONTAINING MORE THAN ONE KIND OF OXYGEN FUNCTION); SALTS THEREOF"
51463,"AMINO-ALDEHYDES, AMINO-KETONES AND AMINO-QUINONES (OTHER THAN THOSE CONTAINING MORE THAN ONE KIND OF OXYGEN FUNCTION); SALTS THEREOF"
51464,LYSINE AND ITS ESTERS; SALTS THEREOF; GLUTAMIC ACID AND ITS SALTS
51465,"AMINO ACIDS AND THEIR ESTERS (OTHER THAN THOSE CONTAINING MORE THAN ONE KIND OF OXYGEN FUNCTION), N.E.S.; SALTS THEREOF"
51467,"AMINO-ALCOHOL-PHENOLS, AMINO-ACID-PHENOLS AND OTHER AMINO-COMPOUNDS WITH OXYGEN FUNCTION"
51471,ACYCLIC AMIDES (INCLUDING ACYCLIC CARBAMATES) AND THEIR DERIVATIVES; SALTS THEREOF
51473,UREINES AND THEIR DERIVATIVES; SALTS THEREOF
51479,OTHER CYCLIC AMIDES (INCLUDING CYCLIC CARBAMATES) AND THEIR DERIVATIVES; SALTS THEREOF
51481,QUATERNARY AMMONIUM SALTS AND HYDROXIDES; LECITHINS AND OTHER PHOSPHOAMINOLIPIDS
51482,CARBOXYIMIDE-FUNCTION COMPOUNDS (INCLUDING SACCHARIN AND ITS SALTS) AND IMINE-FUNCTION COMPOUNDS
51483,ACRYLONITRILE
51484,NITRILE-FUNCTION COMPOUNDS; N.E.S IN GROUP 514
51485,"DIAZO-, AZO-, AND AZOXY-COMPOUNDS"
51486,ORGANIC DERIVATIVES OF HYDRAZINE OR OF HYDROXYLAMINE
51489,COMPOUNDS WITH OTHER NITROGEN FUNCTION
51542,THIOCARBAMATES AND DITHIOCARBAMATES
51543,"THIURAM MONO-, DI- OR TETRASULPHIDES"
51544,METHIONINE
51549,ORGANO SULPHUR COMPOUNDS; N.E.S IN SUBGROUP 515.4
51550,"ORGANO-INORGANIC COMPOUNDS, OTHER THAN SULPHUR"
51561,LACTAMS
51562,"COUMARIN, METHYLCOUMARINS AND ETHYLCOUMARINS"
51563,LACTONES; N.E.S IN SUBGROUP 515.6
51569,"HETEROCYCLIC COMPOUNDS WITH OXYGEN HETERO-ATOM(S) ONLY, N.E.S."
51571,"HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(S) ONLY, CONTAINING AN UNFUSED PYRAZOLE RING, WHETHER OR NOT HYDROGENATED, IN THE STRUCTURE"
51572,HYDANTOIN AND ITS DERIVATIVES
51573,"HETEROCYCLIC COMPOUNDS; CONTAINING AN UNFUSED IMIDAZOLE RING, WHETHER OR NOT HYDROGENATED, IN THE STRUCTURE"
51574,"HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(S) ONLY, CONTAINING AN UNFUSED PYRIDINE RING, WHETHER OR NOT HYDROGENATED, IN THE STRUCTURE."
51575,"HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(S) ONLY, CONTAINING A QUINOLINE OR ISOQUINOLINE RING-SYSTEM, WHETHER OR NOT HYDROGENATED, NOT FURTHER FUSED"
51576,"HETEROCYCLIC COMPOUNDS WITH NITROGEN HETERO-ATOM(S) ONLY, CONTAINING A PYRIMIDINE RING (WHETHER OR NOT HYDROGENATED) OR PIPERAZINE RING OR AN UNFUSED TRIAZINE RING (WHETHER OR NOT HYDROGENATED) IN THE STRUCTURE; NUCLEIC ACIDS AND THEIR SALTS"
51577,"HETEROCYCLIC COMPOUNDS; WITH NITROGEN HETERO-ATOM(S) ONLY, N.E.S IN SUBGROUP 515.7"
51578,"HETEROCYCLIC COMPOUNDS; CONTAINING A PHENOTHIAZINE RING-SYSTEM, WHETHER OR NOT HYDROGENATED, NOT FURTHER FUSED"
51579,HETEROCYCLIC COMPOUNDS; N.E.S. IN GROUP 515
51580,SULPHONAMIDES
51612,"ACETALS AND HEMIACETALS; WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONAT"
51613,OXIRANE (ETHYLENE OXIDE)
51614,METHYLOXIRANE (PROPYLENE OXIDE)
51615,"EPOXIDES, EPOXYALCOHOLS, EPOXYPHENOLS AND EPOXYETHERS; WITH A THREE-MEMBERED RING, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51616,"ACYCLIC, CYCLANIC, CYCLENIC, CYCLOTERPENIC AND AROMATIC ETHERS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51617,"ETHER-ALCOHOLS, ETHER-PHENOLS, ETHER-ALCOHOL-PHENOLS; ALCOHOL, ETHER, KETONE PEROXIDES; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51621,ACYCLIC ALDEHYDES WITHOUT OTHER OXYGEN FUNCTION
51622,"ALDEHYDES; OTHER THAN ACYCLIC, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION; CYCLIC POLYMERS OF ALDEHYDES; PARAFORMALDEHYDE"
51623,ACETONE
51624,BUTANONE (ETHYL METHYL KETONE)
51625,ACYCLIC KETONES; WITHOUT OTHER OXYGEN FUNCTION
51626,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF THE PRODUCTS OF HEADINGS 516.21 AND 516.22"
51628,"CYCLANIC, CYCLENIC OR CYCLOTERPENIC KETONES WITHOUT OTHER OXYGEN FUNCTION"
51629,"AROMATIC KETONES WITHOUT OTHER OXYGEN FUNCTION; KETONE-ALCOHOLS, KETONE-ALDEHYDES, KETONE-PHENOLS AND KETONES WITH OTHER OXYGEN FUNCTIONS; QUINONES; HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF KETONES AND QUINONES"
51631,"PHOSPHORIC ESTERS AND THEIR SALTS (INCLUDING LACTOPHOSPHATES); THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51639,"ESTERS OF OTHER INORGANIC ACIDS (EXCLUDING ESTERS OF HYDROGEN HALIDES) AND THEIR SALTS; THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES"
51691,"ENZYMES; PREPARED ENZYMES, N.E.S."
51692,"SUGARS, PURE (OTHER THAN SUCROSE, LACTOSE, MALTOSE, GLUCOSE AND FRUCTOSE); SUGAR ETHERS AND SUGAR ES"
51699,ORGANIC COMPOUNDS; N.E.S IN GROUP 516
52210,"CARBON (INCLUDING CARBON BLACK), N.E.S."
52221,"HYDROGEN, RARE GASES, NITROGEN AND OXYGEN"
52222,"SELENIUM, TELLURIUM, PHOSPHORUS, ARSENIC AND BORON"
52223,SILICON
52224,CHLORINE
52225,"FLUORINE, BROMINE AND IODINE"
52226,"SULPHUR, SUBLIMED OR PRECIPITATED; COLLOIDAL SULPHUR"
52227,MERCURY
52228,SODIUM
52229,"CALCIUM, STRONTIUM AND BARIUM; RARE EARTH METALS, SCANDIUM AND YTTRIUM, WHETHER OR NOT INTERMIXED OR INTERALLOYED"
52231,HYDROGEN CHLORIDE (HYDROCHLORIC ACID); CHLOROSULPHURIC ACID
52232,SULPHURIC ACID; OLEUM
52233,NITRIC ACID; SULPHONITRIC ACIDS
52234,DIPHOSPHORUS PENTAOXIDE; PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS
52235,OXIDES OF BORON; BORIC ACIDS
52236,INORGANIC ACIDS; N.E.S IN SUBGROUP 522.3
52237,SILICON DIOXIDE
52239,INORGANIC OXYGEN COMPOUNDS; OF NON-METALS
52241,HALIDES AND HALIDE OXIDES OF NON-METALS
52242,SULPHIDES OF NON-METALS; COMMERCIAL PHOSPHORUS TRISULPHIDE
52251,ZINC OXIDE; ZINC PEROXIDE
52252,CHROMIUM OXIDES AND HYDROXIDES
52253,MANGANESE OXIDES
52254,IRON OXIDES AND HYDROXIDES; EARTH COLOURS CONTAINING 70% OR MORE BY WEIGHT OF COMBINED IRON EVALUATED AS FE203
52255,COBALT OXIDES AND HYDROXIDES; COMMERCIAL COBALT OXIDES
52256,TITANIUM OXIDES
52257,LEAD OXIDES; RED LEAD AND ORANGE LEAD
52261,"AMMONIA, ANHYDROUS OR IN AQUEOUS SOLUTION"
52262,"SODIUM HYDROXIDE (CAUSTIC SODA), SOLID"
52263,SODIUM HYDROXIDE IN AQUEOUS SOLUTION (SODA LYE OR LIQUID SODA)
52264,POTASSIUM HYDROXIDE (CAUSTIC POTASH); PEROXIDES OF SODIUM OR POTASSIUM
52265,"HYDROXIDE AND PEROXIDE OF MAGNESIUM; OXIDES, HYDROXIDES AND PEROXIDES, OF STRONTIUM OR BARIUM"
52266,ALUMINIUM HYDROXIDE
52267,"ARTIFICIAL CORUNDUM, WHETHER OR NOT CHEMICALLY DEFINED"
52268,HYDRAZINE AND HYDROXYLAMINE AND THEIR INORGANIC SALTS
52269,"INORGANIC BASES; OTHER METAL OXIDES, HYDROXIDES AND PEROXIDES"
52310,"FLUORIDES; FLUOROSILICATES, FLUOROALUMINATES AND OTHER COMPLEX FLUORINE SALTS"
52321,AMMONIUM CHLORIDE
52322,CALCIUM CHLORIDE
52329,"CHLORIDES, CHLORIDE OXIDES AND CHLORIDE HYDROXIDES; BROMIDES AND BROMIDE OXIDES; IODIDES AND IODIDE OXIDES"
52331,HYPOCHLORITES; COMMERCIAL CALCIUM HYPOCHLORITE; CHLORITES; HYPOBROMITES
52332,CHLORATES OF SODIUM
52339,CHLORATES AND PERCHLORATES; BROMATES AND PERBROMATES; IODATES AND PERIODATES
52341,SULPHIDES; SODIUM
52342,SULPHIDES; POLYSULPHIDES
52343,DITHIONITES AND SULPHOXYLATES
52344,SULPHITES; THIOSULPHATES
52345,SODIUM SULPHATES
52349,SULPHATES; ALUMS; PEROXOSULPHATES (PERSULPHATES)
52351,NITRITES
52352,POTASSIUM NITRATE
52359,NITRATES; N.E.S IN SUBGROUP 523.5
52361,PHOSPHINATES (HYPOPHOSPHITES) AND PHOSPHONATES (PHOSPHITES)
52363,PHOSPHATES; N.E.S IN ITEM 523.61
52364,SODIUM TRIPHOSPHATE (SODIUM TRIPOLYPHOSPHATE)
52365,POLYPHOSPHATES; N.E.S IN SUBGROUP 523.6
52372,NEUTRAL SODIUM CARBONATE (DISODIUM CARBONATE)
52373,SODIUM HYDROGENCARBONATE (SODIUM BICARBONATE)
52374,POTASSIUM CARBONATES
52379,CARBONATES; PEROXOCARBONATES (PERCARBONATES)
52381,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES"
52383,SILICATES; COMMERCIAL ALKALI METAL SILICATES
52384,BORATES; PEROXOBORATES (PERBORATES)
52389,OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS (EXCLUDING AZIDES)
52431,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS
52432,"COLLOIDAL PRECIOUS METALS; COMPOUNDS, INORGANIC OR ORGANIC, OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS"
52491,"HYDROGEN PEROXIDE, WHETHER OR NOT SOLIDIFIED WITH UREA"
52492,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED (EXCLUDING FERROPHOSPHORUS)"
52493,"CALCIUM CARBIDE, WHETHER OR NOT CHEMICALLY DEFINED"
52494,"CARBIDES (OTHER THAN CALCIUM CARBIDE), WHETHER OR NOT CHEMICALLY DEFINED"
52495,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED"
52496,"COMPOUNDS, INORGANIC OR ORGANIC, OF MERCURY, EXCLUDING AMALGAMS"
52499,"INORGANIC COMPOUNDS, N.E.S. (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR, WHETHER OR NOT RARE GASES HAVE BEEN REMOVED; COMPRESSED AIR; AMALGAMS (OTHER THAN AMALGAMS OF PRECIOUS METALS)"
52511,"NATURAL URANIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING NATURAL URANIUM OR NATURAL URANIUM COMPOUNDS"
52513,"URANIUM ENRICHED IN U 235 AND ITS COMPOUNDS; PLUTONIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM ENRICHED IN U 235, PLUTONIUM OR COMPOUNDS OF THESE PRODUCTS"
52515,"URANIUM DEPLETED IN U 235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U 235, THORIUM OR COMPOUNDS OF THESE PRODUCTS"
52517,SPENT (IRRADIATED) FUEL ELEMENTS (CARTRIDGES) OF NUCLEAR REACTORS
